x y z u v depth
-0.245322 0.582220 -1.011885 21.787188 34.088024 -1.922750
-0.231738 0.768349 -0.985922 25.886532 36.697727 -2.110366
-0.204855 0.865152 -0.967654 28.081877 37.677404 -2.208305
-0.294354 1.072484 -0.904480 30.699447 41.659887 -2.420279
-0.233084 1.047247 -0.913101 31.019763 40.565031 -2.394323
-0.259454 1.110456 -0.885055 31.856034 41.785764 -2.459670
-0.284401 1.163936 -0.859967 32.516065 42.817729 -2.515076
-0.158870 1.030228 -0.905104 31.842301 39.579666 -2.377908
-0.105415 0.999964 -0.911180 32.054547 38.528067 -2.347164
-0.143748 1.096267 -0.869755 33.298359 40.441004 -2.446615
-0.129919 1.100780 -0.858812 33.663762 40.450662 -2.451995
-0.121169 1.102044 -0.850566 33.893801 40.460232 -2.453921
-0.105637 1.100113 -0.842970 34.161665 40.350585 -2.452600
-0.035591 1.014936 -0.867024 33.730640 38.375631 -2.365622
-0.065217 1.068295 -0.835454 34.401505 39.668027 -2.421449
-0.067927 1.087559 -0.820442 34.781732 40.068254 -2.441890
-0.050566 1.061415 -0.820204 34.710441 39.623352 -2.415828
-0.130065 1.158792 -0.769502 35.458177 42.059717 -2.517178
-0.151377 1.143442 -0.757300 35.203005 42.352005 -2.502919
-0.197553 1.149519 -0.731506 35.051759 43.277373 -2.511174
-0.162940 1.055686 -0.749798 34.207490 41.901961 -2.416099
-0.126007 0.997788 -0.760813 33.853238 40.802028 -2.357433
-0.066942 0.950058 -0.775639 33.836020 39.399797 -2.308553
0.009312 0.897559 -0.797152 33.890255 37.562315 -2.254341
0.043519 0.923005 -0.785807 34.806765 37.533991 -2.280584
0.116005 0.879285 -0.805791 34.961649 35.802069 -2.235254
0.135971 0.917660 -0.789325 35.905209 36.200772 -2.274826
0.120694 1.001797 -0.750931 37.149272 37.814526 -2.361867
0.143780 1.017076 -0.740325 37.738894 37.815095 -2.377934
0.143490 1.047960 -0.720571 38.303534 38.382421 -2.410343
0.168964 1.029932 -0.722621 38.418811 37.859937 -2.392168
0.193434 0.991901 -0.727022 38.296117 37.105880 -2.353866
0.160112 1.054287 -0.687130 39.013856 38.675415 -2.419382
0.178756 1.035685 -0.687171 39.070806 38.264171 -2.400811
0.220593 0.983881 -0.704373 38.872363 36.981756 -2.347701
0.244205 0.979178 -0.701327 39.169183 36.669887 -2.343229
0.309910 0.920422 -0.728127 39.076097 34.787842 -2.282362
0.346956 0.922216 -0.727019 39.592758 34.334309 -2.284185
0.332380 1.001035 -0.684489 40.714602 36.000230 -2.366266
0.331949 1.019289 -0.668084 41.088045 36.420394 -2.385812
0.347895 0.993564 -0.671038 41.027223 35.903904 -2.359907
0.337254 1.028623 -0.645698 41.531923 36.749828 -2.396953
0.374471 0.962406 -0.668854 41.123807 35.248185 -2.328995
0.368299 0.987042 -0.646634 41.560057 35.903786 -2.355389
0.352659 1.022638 -0.618374 42.038437 36.858978 -2.393219
0.370714 0.985856 -0.627222 41.843630 36.124171 -2.355805
0.353502 1.011060 -0.601341 42.182399 36.957662 -2.383085
0.359859 0.993506 -0.596804 42.180434 36.756464 -2.365955
0.408546 0.906317 -0.634068 41.557009 34.642365 -2.275915
0.430780 0.900056 -0.632334 41.818495 34.297186 -2.269784
0.428750 0.952718 -0.598501 42.702002 35.405683 -2.325061
0.458040 0.940390 -0.599325 42.968170 34.873061 -2.312663
0.476628 0.958378 -0.582429 43.579115 35.069702 -2.331955
0.507715 0.961517 -0.576914 44.075065 34.778790 -2.335491
0.531601 0.981377 -0.562938 44.712186 34.887529 -2.356399
0.574819 0.942798 -0.581914 44.729730 33.619012 -2.316320
0.596543 0.950309 -0.573156 45.181858 33.547861 -2.324495
0.614253 0.971973 -0.556568 45.780821 33.804763 -2.347427
0.620343 1.005103 -0.531918 46.402227 34.444611 -2.382468
0.624247 1.037978 -0.505746 46.996936 35.110685 -2.417385
0.636138 1.034886 -0.499014 47.212960 35.017820 -2.414840
0.656799 1.004843 -0.505820 47.201594 34.331949 -2.384307
0.668297 1.006832 -0.496062 47.485747 34.340551 -2.387076
0.688126 0.987870 -0.498934 47.585144 33.831878 -2.367912
0.698890 0.998619 -0.483577 47.985663 34.027670 -2.379875
0.730378 0.951393 -0.502843 47.855264 32.798989 -2.331172
0.763393 0.905791 -0.524723 47.713086 31.481794 -2.283870
0.774677 0.922745 -0.506922 48.203697 31.804584 -2.302218
0.783176 0.952938 -0.482518 48.812293 32.415846 -2.334308
0.797462 0.966778 -0.466033 49.288200 32.629729 -2.349439
0.832653 0.903535 -0.497565 48.977518 30.921409 -2.283757
0.834995 0.948424 -0.460184 49.750640 31.998053 -2.331573
0.837592 0.986865 -0.429031 50.384086 32.866325 -2.372449
0.861532 0.941792 -0.448310 50.216939 31.734821 -2.325903
0.869956 0.946014 -0.436492 50.503398 31.843601 -2.331073
0.881107 0.919411 -0.442722 50.436352 31.268696 -2.304029
0.885416 0.920404 -0.431049 50.654741 31.389427 -2.305975
0.902208 0.891451 -0.440835 50.602693 30.645602 -2.276288
0.925627 0.853359 -0.459264 50.472377 29.538099 -2.236770
0.943253 0.849000 -0.455287 50.741854 29.295406 -2.232727
0.947313 0.902873 -0.412931 51.624539 30.599611 -2.289905
0.964963 0.882205 -0.418290 51.693070 30.007384 -2.268838
0.984239 0.842373 -0.436762 51.517809 28.915071 -2.227588
0.984549 0.886679 -0.397933 52.247371 30.100136 -2.274946
1.001625 0.861502 -0.407279 52.241117 29.385346 -2.249058
1.015114 0.860003 -0.401071 52.499645 29.272698 -2.248056
1.031597 0.864449 -0.393118 52.845165 29.230045 -2.253117
1.032714 0.926928 -0.345013 53.735937 30.757755 -2.319351
1.042536 0.941576 -0.328859 54.124114 31.047437 -2.335266
1.058250 0.927358 -0.335583 54.191318 30.562889 -2.320518
1.070078 0.911901 -0.341172 54.220375 30.122298 -2.304635
1.053180 1.025322 -0.254980 55.451605 32.951409 -2.424806
1.035517 1.010061 -0.251272 55.241808 33.042521 -2.409930
0.992143 1.146391 -0.133185 56.493540 36.559725 -2.555604
0.973181 1.165930 -0.100503 56.701329 37.376018 -2.577802
0.990470 1.075827 -0.152819 56.087720 35.621368 -2.483663
1.031104 0.902543 -0.271294 54.623022 31.495142 -2.301134
1.058434 0.949193 -0.223574 55.732602 32.394816 -2.351520
1.073322 1.019692 -0.161395 56.871894 33.880404 -2.426886
1.078651 1.017744 -0.150092 57.076547 33.942104 -2.425869
1.083423 1.018496 -0.137586 57.294430 34.057211 -2.427643
1.086494 1.023588 -0.119631 57.566826 34.313881 -2.434194
1.088793 1.062896 -0.077567 58.177185 35.262270 -2.476835
1.095440 0.998788 -0.112373 57.728917 34.020056 -2.410064
1.102012 0.972430 -0.118849 57.685993 33.546500 -2.383251
1.108459 1.019493 -0.070750 58.443934 34.642161 -2.434112
1.117998 0.991657 -0.080495 58.402795 34.082516 -2.405553
1.130378 0.936504 -0.115029 58.037402 32.807868 -2.347720
1.144893 0.949239 -0.098056 58.459290 33.008498 -2.361790
1.159847 0.985315 -0.063327 59.133071 33.714007 -2.400585
1.171756 0.915339 -0.109999 58.602252 32.080488 -2.326979
1.186679 0.954023 -0.071140 59.338804 32.899798 -2.368714
1.201847 0.989017 -0.036380 59.998825 33.590266 -2.406433
1.213252 0.954226 -0.056261 59.864761 32.766285 -2.370103
1.225002 0.911710 -0.080999 59.661386 31.746650 -2.325673
1.243034 0.964827 -0.029553 60.586084 32.878200 -2.382826
1.257358 0.925860 -0.055050 60.422217 31.867256 -2.341867
1.272969 0.980605 -0.003796 61.290179 33.035443 -2.400630
1.281444 0.955172 -0.017940 61.213487 32.431448 -2.374104
1.292722 0.998291 0.029641 61.953960 33.442091 -2.420984
1.304224 1.000662 0.041226 62.239672 33.480246 -2.424285
1.326631 0.981192 0.032846 62.418106 32.860174 -2.404156
1.354709 0.929861 -0.010004 62.242932 31.286492 -2.349422
1.403699 0.964450 0.018113 63.201709 31.484569 -2.386138
1.458203 0.980215 0.025645 63.962546 31.096824 -2.402387
1.512445 1.126071 0.145343 65.865862 33.702009 -2.557539
1.513700 1.281171 0.296914 67.298904 37.057830 -2.724613
1.379303 1.402809 0.471815 67.474496 41.466896 -2.860472
-0.224574 0.613390 -1.013855 22.701892 34.170242 -1.953620
-0.257230 0.871141 -0.966707 27.481525 38.469721 -2.214431
-0.276767 1.027468 -0.927759 30.015282 40.751597 -2.373469
-0.391755 1.264309 -0.853903 32.478956 44.844019 -2.615771
-0.351674 1.255949 -0.854587 32.835610 44.318407 -2.607322
-0.340702 1.261799 -0.843945 33.157623 44.357631 -2.614013
-0.318226 1.242951 -0.840938 33.248021 44.008510 -2.595443
-0.207445 1.110704 -0.881494 32.536373 41.194930 -2.460132
-0.184620 1.106972 -0.873760 32.872124 40.983178 -2.457016
-0.163403 1.102726 -0.866071 33.182679 40.785779 -2.453386
-0.123472 1.061392 -0.870330 33.134031 39.876280 -2.411781
-0.104428 1.047574 -0.867868 33.241013 39.544921 -2.398184
-0.073835 1.015854 -0.870980 33.205271 38.819539 -2.366269
-0.040965 0.975250 -0.875262 33.073271 37.939575 -2.325400
-0.053694 1.000920 -0.854449 33.510240 38.641158 -2.352719
-0.007282 0.945305 -0.866931 33.258717 37.306168 -2.296193
0.036663 0.884430 -0.880320 32.881358 35.864123 -2.234354
0.008821 0.921074 -0.857576 33.303507 36.966741 -2.272792
0.028210 0.869655 -0.866464 32.781490 36.009319 -2.220785
-0.011028 0.903937 -0.839628 33.086977 37.301143 -2.257224
0.019027 0.851631 -0.850844 32.654250 36.154745 -2.204125
0.019199 0.877927 -0.833296 33.252597 36.701757 -2.231779
0.040388 0.890927 -0.822536 33.853290 36.712973 -2.245590
0.068648 0.888568 -0.815286 34.304831 36.409900 -2.243794
0.119845 0.851687 -0.824805 34.402271 35.152931 -2.206175
0.170271 0.820251 -0.834312 34.560206 33.932214 -2.173985
0.178138 0.868002 -0.811784 35.572568 34.741474 -2.223420
0.147031 0.980404 -0.760067 37.136411 37.134238 -2.339753
0.169221 0.979861 -0.755465 37.476993 36.904937 -2.339558
0.162946 0.997668 -0.738811 37.806565 37.396021 -2.358688
0.199976 0.931406 -0.758718 37.323975 35.935901 -2.290953
0.259020 0.805975 -0.799235 36.132952 33.033624 -2.162516
0.231162 0.845924 -0.767927 36.674875 34.387670 -2.204955
0.293519 0.738887 -0.807826 35.679937 31.495597 -2.094896
0.325270 0.706603 -0.815920 35.608058 30.435106 -2.062005
0.331553 0.737200 -0.796695 36.372777 31.095019 -2.094075
0.373007 0.712627 -0.805996 36.526593 29.983825 -2.068755
0.395816 0.722427 -0.798524 37.087346 29.917225 -2.079103
0.373701 0.799849 -0.758047 38.261229 31.964621 -2.159634
0.401987 0.763745 -0.770013 38.082247 30.878993 -2.122623
0.411085 0.766844 -0.761009 38.380250 30.931659 -2.126440
0.403993 0.809319 -0.734721 39.124317 32.019279 -2.170950
0.431764 0.769425 -0.747328 38.904326 30.883733 -2.130110
0.441001 0.762714 -0.743213 39.024951 30.718858 -2.123747
0.420861 0.814304 -0.707423 39.808907 32.258299 -2.178145
0.455299 0.749097 -0.732382 39.246924 30.483108 -2.111048
0.447980 0.767229 -0.713241 39.622133 31.141858 -2.130709
0.460824 0.752702 -0.712504 39.664243 30.762190 -2.116273
0.489254 0.722924 -0.722675 39.602802 29.754742 -2.085714
0.511104 0.730455 -0.716129 40.092889 29.654911 -2.093726
0.507720 0.790807 -0.680895 41.167891 31.122103 -2.156784
0.521966 0.806671 -0.667186 41.713042 31.349564 -2.173703
0.532243 0.832443 -0.647553 42.368347 31.849440 -2.200991
0.562228 0.815034 -0.649972 42.590118 31.163081 -2.183396
0.576543 0.827937 -0.637647 43.073898 31.325679 -2.197250
0.606886 0.801412 -0.647661 43.119048 30.386033 -2.169943
0.597872 0.873854 -0.601983 44.238386 32.168259 -2.245921
0.632562 0.831799 -0.619919 44.120501 30.870873 -2.202476
0.640325 0.846842 -0.602775 44.587582 31.222903 -2.218870
0.651057 0.845271 -0.595155 44.828712 31.166796 -2.217917
0.662578 0.840236 -0.589256 45.030384 31.027261 -2.213368
0.682319 0.810724 -0.597888 44.952424 30.215370 -2.183215
0.681275 0.842907 -0.570343 45.571443 31.085903 -2.217562
0.703867 0.803207 -0.584345 45.387355 30.011002 -2.176808
0.711073 0.811928 -0.571757 45.731827 30.223881 -2.186527
0.736721 0.760333 -0.593975 45.380254 28.768268 -2.133235
0.741098 0.780604 -0.573103 45.898469 29.329752 -2.155153
0.755484 0.759609 -0.577087 45.887138 28.749859 -2.133878
0.767472 0.751459 -0.573401 46.050185 28.511000 -2.126042
0.785102 0.730055 -0.578553 46.065687 27.843551 -2.104259
0.814780 0.667904 -0.608552 45.565452 25.901032 -2.039800
0.828137 0.661502 -0.604440 45.775041 25.657374 -2.033738
0.837467 0.667020 -0.593653 46.120884 25.789695 -2.040113
0.848492 0.658126 -0.591273 46.252378 25.508445 -2.031429
0.846673 0.691728 -0.561060 46.934736 26.598823 -2.067412
0.857038 0.664577 -0.569931 46.755516 25.839642 -2.039606
0.856678 0.679114 -0.551509 47.136781 26.390910 -2.055614
0.871372 0.656909 -0.557815 47.097880 25.688559 -2.032942
0.883385 0.654865 -0.553103 47.332753 25.550224 -2.031275
0.901538 0.614772 -0.572397 47.014461 24.233675 -1.989699
0.910057 0.605073 -0.569161 47.123245 23.975778 -1.980287
0.928465 0.548634 -0.596548 46.538351 22.117505 -1.921753
0.943944 0.502599 -0.618125 46.054431 20.521880 -1.874071
0.943143 0.555122 -0.576647 47.140413 22.361805 -1.929839
0.956914 0.533948 -0.586393 47.035612 21.541420 -1.907912
0.964419 0.556044 -0.564151 47.679248 22.262058 -1.931756
0.970561 0.603244 -0.527536 48.681301 23.712430 -1.981806
0.988528 0.581003 -0.538799 48.629107 22.817553 -1.958685
1.002461 0.620009 -0.509162 49.552381 23.849569 -1.999981
1.030243 0.600544 -0.525054 49.602468 22.790961 -1.979229
1.047480 0.638332 -0.499313 50.478452 23.677114 -2.018986
1.045765 0.770769 -0.406985 52.465481 27.427223 -2.158591
1.042668 0.798020 -0.381805 52.893031 28.269797 -2.187832
1.022462 0.932123 -0.280867 54.473243 31.853430 -2.329836
1.022971 0.972430 -0.246841 55.041889 32.813099 -2.372812
1.026411 1.116541 -0.140293 56.752516 35.766049 -2.525217
1.057854 1.101000 -0.147978 57.002905 35.130449 -2.509047
1.076647 1.236395 -0.037587 58.720636 37.593399 -2.653059
1.093125 1.269346 -0.001319 59.349507 38.130596 -2.688865
1.097291 1.318124 0.046177 59.961471 39.051081 -2.741389
1.108263 1.272334 0.022609 59.790148 38.269808 -2.693794
1.114730 1.332063 0.077835 60.507176 39.338116 -2.757866
1.121795 1.360549 0.111573 60.960604 39.871413 -2.789028
1.131231 1.321489 0.095162 60.873710 39.272200 -2.748732
1.144493 1.298974 0.091539 60.973045 38.900178 -2.725975
1.154842 1.320456 0.118949 61.392097 39.279457 -2.749629
1.165456 1.344495 0.148630 61.831363 39.695397 -2.776019
1.179314 1.300129 0.122586 61.698863 38.886210 -2.729634
1.197862 1.316993 0.144456 62.140177 39.073706 -2.748217
1.216629 1.325430 0.158024 62.490183 39.092918 -2.757716
1.230712 1.307931 0.152550 62.589269 38.731600 -2.739803
1.246816 1.325830 0.176394 63.017540 38.977390 -2.759584
1.264425 1.331235 0.188656 63.338364 38.969918 -2.765955
1.280159 1.301625 0.174469 63.373125 38.388294 -2.735252
1.296990 1.342283 0.214233 63.958289 38.997889 -2.779026
1.313727 1.330083 0.214781 64.155395 38.722657 -2.766887
1.334384 1.340191 0.233219 64.567325 38.791808 -2.778451
1.352911 1.360386 0.258453 65.013607 39.041769 -2.800630
1.361425 1.293208 0.213418 64.697016 37.872585 -2.729953
1.368924 1.264590 0.201878 64.684911 37.403027 -2.700469
1.381190 1.253369 0.205665 64.876347 37.210103 -2.689580
1.404326 1.267287 0.224155 65.319652 37.294598 -2.704941
1.434848 1.295118 0.255825 65.961415 37.572660 -2.735243
1.477634 1.339872 0.296367 66.785290 37.956448 -2.783124
1.515727 1.299941 0.264090 66.924843 36.819340 -2.740608
1.554494 1.390122 0.343096 67.993161 38.078616 -2.836941
1.525213 1.384883 0.365669 67.933451 38.601630 -2.833627
1.383205 1.477317 0.520731 67.860141 42.458565 -2.938756
-0.314211 0.646991 -0.988217 22.445124 36.406457 -1.989358
-0.341963 0.797186 -0.953326 25.337432 39.071833 -2.141962
-0.367360 0.902640 -0.918176 27.212119 40.956377 -2.249995
-0.377751 0.962558 -0.896438 28.276522 41.920009 -2.311518
-0.335574 0.931065 -0.900726 28.307585 41.032523 -2.279715
-0.313710 0.912586 -0.897969 28.365200 40.612547 -2.261493
-0.293269 0.893834 -0.895049 28.403229 40.204631 -2.243014
-0.266550 0.866491 -0.897018 28.325554 39.550477 -2.215561
-0.257026 0.871238 -0.888300 28.653670 39.592331 -2.220997
-0.234158 0.856929 -0.883188 28.826248 39.211481 -2.207123
-0.243117 0.883290 -0.863222 29.385976 39.878314 -2.235056
-0.246727 0.901970 -0.847764 29.829508 40.322570 -2.254953
-0.204518 0.855457 -0.857025 29.595251 39.167850 -2.207770
-0.207644 0.869543 -0.842227 29.974190 39.562871 -2.223033
-0.210192 0.884591 -0.826854 30.377443 39.962073 -2.239302
-0.177545 0.848359 -0.832121 30.229577 39.085734 -2.202710
-0.157725 0.832341 -0.829706 30.307306 38.683593 -2.186915
-0.141104 0.818859 -0.828058 30.366954 38.335800 -2.173590
-0.134603 0.814666 -0.821346 30.497775 38.299274 -2.169955
-0.110542 0.787550 -0.826126 30.367522 37.596517 -2.142500
-0.088929 0.772942 -0.825750 30.462654 37.131908 -2.127940
-0.087957 0.804741 -0.807308 31.212096 37.748125 -2.161151
-0.061177 0.793431 -0.805282 31.455114 37.277483 -2.150005
-0.040593 0.783640 -0.799491 31.693093 36.963090 -2.140694
-0.019352 0.775480 -0.794222 31.956892 36.647740 -2.132964
0.007615 0.769317 -0.791880 32.285286 36.228226 -2.126974
0.011325 0.808424 -0.771592 33.168368 36.930425 -2.167616
0.004703 0.862000 -0.742778 34.183784 38.024411 -2.223397
-0.006419 0.899294 -0.716299 34.867431 38.931346 -2.262765
0.005470 0.882344 -0.713531 34.864555 38.641051 -2.246083
0.020160 0.855566 -0.715684 34.709463 38.135522 -2.219197
0.014775 0.858536 -0.702228 34.869626 38.432706 -2.223275
0.010855 0.868024 -0.687818 35.139722 38.788748 -2.233925
0.045923 0.819359 -0.700555 34.842646 37.614332 -2.184322
0.052373 0.835584 -0.685318 35.350831 37.922027 -2.201739
0.067893 0.844705 -0.675265 35.815087 37.951850 -2.211635
0.101283 0.824951 -0.677518 36.004728 37.247478 -2.191711
0.109970 0.844455 -0.661214 36.584777 37.577226 -2.212480
0.128595 0.833141 -0.660334 36.722035 37.211930 -2.201249
0.157461 0.800537 -0.669706 36.607108 36.307778 -2.167939
0.163182 0.819491 -0.653695 37.136911 36.680470 -2.188141
0.172184 0.836773 -0.639609 37.655173 36.955079 -2.206512
0.164305 0.878537 -0.611837 38.390616 37.909078 -2.250437
0.184515 0.856778 -0.615661 38.380397 37.350971 -2.228406
0.204014 0.834695 -0.617516 38.385699 36.816388 -2.206215
0.221299 0.816050 -0.617659 38.422394 36.366074 -2.187596
0.223039 0.833235 -0.601354 38.863283 36.773919 -2.206065
0.252281 0.797335 -0.613445 38.711831 35.780837 -2.169245
0.274184 0.789433 -0.611783 38.955436 35.405702 -2.161474
0.302520 0.774849 -0.614122 39.160953 34.795364 -2.146703
0.318823 0.780708 -0.605928 39.569609 34.761327 -2.153193
0.337137 0.776963 -0.601800 39.847031 34.519287 -2.149774
0.342593 0.802705 -0.580328 40.493658 35.078611 -2.177191
0.356767 0.805055 -0.570988 40.847213 35.048194 -2.180282
0.361572 0.831558 -0.548832 41.480478 35.620955 -2.208515
0.388958 0.800300 -0.559221 41.416002 34.717487 -2.176465
0.398087 0.814076 -0.544723 41.877603 34.972068 -2.191376
0.415835 0.801382 -0.544345 42.011797 34.577589 -2.178729
0.409780 0.853617 -0.506661 42.924096 35.829154 -2.233905
0.426476 0.839304 -0.507484 43.016903 35.425133 -2.219547
0.446168 0.821345 -0.508708 43.115274 34.925196 -2.201518
0.451285 0.838364 -0.490573 43.584552 35.321030 -2.219968
0.455092 0.858217 -0.470491 44.078271 35.788336 -2.241404
0.469566 0.845621 -0.469184 44.192113 35.466245 -2.228937
0.482934 0.842102 -0.462815 44.434562 35.335650 -2.225935
0.500574 0.819501 -0.468289 44.419631 34.746591 -2.202932
0.497055 0.861745 -0.434571 45.169045 35.777005 -2.247819
0.508187 0.856357 -0.428191 45.367788 35.656746 -2.242959
0.517338 0.857623 -0.418252 45.638363 35.690140 -2.245027
0.534944 0.839569 -0.420971 45.707025 35.203691 -2.226783
0.546754 0.846290 -0.407176 46.107065 35.321065 -2.234601
0.550969 0.879654 -0.377805 46.796703 36.063544 -2.270268
0.574101 0.839392 -0.394958 46.598304 35.045670 -2.228693
0.575354 0.877548 -0.362136 47.320923 35.936682 -2.269425
0.588113 0.869359 -0.359040 47.480891 35.717930 -2.261500
0.598914 0.861284 -0.355886 47.617583 35.526024 -2.253696
0.611800 0.850709 -0.353675 47.754423 35.262165 -2.243320
0.620138 0.866618 -0.335490 48.213832 35.592955 -2.260662
0.634465 0.857297 -0.333303 48.379075 35.325058 -2.251532
0.638659 0.883971 -0.306420 48.957141 35.952964 -2.280326
0.655633 0.845642 -0.322339 48.745999 35.061162 -2.240789
0.674069 0.802535 -0.341241 48.476319 34.014178 -2.196241
0.684816 0.803883 -0.331221 48.773004 34.030098 -2.198395
0.692803 0.829639 -0.306585 49.374009 34.594770 -2.226083
0.708996 0.808473 -0.313668 49.376120 34.012164 -2.204380
0.717074 0.833829 -0.288324 49.977087 34.579712 -2.231729
0.733789 0.820458 -0.292009 50.080469 34.136952 -2.218074
0.749043 0.824947 -0.283122 50.432986 34.113412 -2.223257
0.769051 0.833455 -0.273738 50.873631 34.081955 -2.232480
0.800433 0.786117 -0.302185 50.665787 32.635621 -2.182908
0.821708 0.798196 -0.290578 51.179204 32.671895 -2.195871
0.842320 0.787986 -0.295226 51.346073 32.183970 -2.185281
0.854941 0.779950 -0.297217 51.453018 31.871411 -2.177089
0.864392 0.792493 -0.285641 51.803704 32.081200 -2.190530
0.874985 0.808596 -0.270348 52.232915 32.374194 -2.207824
0.889720 0.867496 -0.225896 53.275209 33.564210 -2.270168
0.921208 0.805807 -0.265011 52.921518 31.782473 -2.205414
0.937915 0.894301 -0.189329 54.488655 33.768141 -2.299825
0.955724 0.865160 -0.200869 54.475545 33.012565 -2.269804
0.962813 0.895917 -0.170482 55.068655 33.724681 -2.302952
0.975494 0.870926 -0.182375 55.003035 33.084401 -2.277046
0.983461 0.948266 -0.118033 56.157852 34.790743 -2.359418
0.994585 0.946475 -0.112396 56.367955 34.704871 -2.358082
1.004775 0.945768 -0.103599 56.609871 34.686282 -2.358087
1.018317 0.929613 -0.107598 56.696080 34.272385 -2.341637
1.028068 0.957679 -0.077625 57.263525 34.875857 -2.372065
1.038335 0.985128 -0.049123 57.803321 35.431231 -2.401756
1.050974 0.977083 -0.046643 57.980002 35.217722 -2.393924
1.068500 0.978242 -0.037485 58.316851 35.132138 -2.395808
1.085068 0.990051 -0.021587 58.739429 35.265091 -2.408863
1.097690 1.025449 0.013347 59.369328 35.945685 -2.447003
1.111135 0.999698 0.002465 59.375085 35.362967 -2.420422
1.126188 0.958388 -0.021720 59.216614 34.392674 -2.377234
1.140064 0.943828 -0.024436 59.342546 34.011819 -2.362478
1.156182 0.983831 0.013599 60.060601 34.774070 -2.405459
1.169167 0.951919 -0.005708 59.956626 33.988856 -2.372043
1.187001 0.948400 -0.000491 60.245892 33.791641 -2.368939
1.204730 0.988040 0.038603 60.979087 34.545679 -2.411642
1.217685 0.989567 0.049134 61.271875 34.540868 -2.414013
1.228606 1.021062 0.082892 61.826294 35.195153 -2.448169
1.238667 0.989223 0.066588 61.750072 34.507068 -2.415078
1.254255 0.988735 0.074511 62.041991 34.412185 -2.415222
1.271021 0.967957 0.067542 62.167285 33.872723 -2.393914
1.293993 0.966500 0.074611 62.543448 33.661119 -2.393010
1.320775 0.971464 0.084536 62.999551 33.514561 -2.398735
1.343169 1.001675 0.112831 63.607443 33.958044 -2.431143
1.334297 1.067273 0.183265 64.295118 35.691223 -2.502342
1.257900 1.208993 0.344159 65.110256 39.873504 -2.656970
