x y z u v depth
1.113836 0.866715 0.524510 66.106162 41.033427 -2.330960
0.355374 0.670788 -0.063900 47.266491 41.176932 -2.088313
1.060851 0.494471 0.085602 59.342371 30.704101 -1.923854
1.130887 0.776975 0.384559 64.640941 37.996728 -2.229953
1.115983 0.875601 0.510143 65.932643 40.888768 -2.338627
1.057076 0.532277 0.110314 59.710597 31.761680 -1.963576
1.126752 0.795239 0.385131 64.568635 38.250548 -2.248208
1.117319 0.907007 0.520699 66.024758 41.284549 -2.370795
1.050468 0.548319 0.117613 59.737989 32.221920 -1.980175
1.124308 0.832729 0.408247 64.790804 38.984322 -2.287481
1.120172 0.957301 0.553633 66.373660 42.096351 -2.423630
1.050258 0.601533 0.161970 60.444536 33.691701 -2.036868
1.123637 0.900831 0.464798 65.408042 40.402097 -2.360018
1.119972 0.998638 0.578940 66.597122 42.746205 -2.466914
1.054663 0.645314 0.187708 60.906025 34.608514 -2.082616
1.126393 0.925757 0.470280 65.471174 40.659567 -2.385307
1.125192 1.016633 0.576630 66.595639 42.788707 -2.484649
1.065009 0.715659 0.233185 61.709604 36.015613 -2.156458
1.136785 0.986965 0.503731 65.909189 41.482610 -2.449050
1.137682 1.082407 0.617227 67.086747 43.621559 -2.553529
1.073161 0.763374 0.259015 62.170687 36.828187 -2.206129
1.143074 0.970869 0.462418 65.506616 40.735028 -2.429591
1.149076 1.103299 0.610359 67.094540 43.548497 -2.573766
-0.426376 0.800619 -0.587226 29.835154 45.629949 -2.175718
1.076755 0.780565 0.254658 62.154908 36.906667 -2.222896
1.149536 0.978339 0.445958 65.371342 40.504332 -2.435668
1.159822 1.136633 0.615986 67.211251 43.720355 -2.607434
-0.586601 0.918432 -0.576200 29.535226 48.700336 -2.294284
-0.487691 0.855262 -0.585964 29.808920 46.864852 -2.230372
-0.420837 0.802972 -0.610236 29.597411 45.239646 -2.176156
-0.485822 0.929645 -0.542690 31.469103 47.894058 -2.308069
1.081113 0.771217 0.226651 61.833500 36.338556 -2.211263
1.159568 0.993577 0.438082 65.373571 40.408843 -2.450188
1.165146 1.124329 0.576233 66.842228 43.092435 -2.591884
-0.541043 0.887541 -0.612591 29.169880 47.418558 -2.260426
-0.467108 0.815094 -0.638679 28.715076 45.561473 -2.185961
-0.408531 0.760329 -0.658318 28.389028 44.034551 -2.129673
-0.464804 0.872534 -0.599375 30.159332 46.483221 -2.246444
-0.402550 0.808162 -0.624318 29.710580 44.822764 -2.180138
-0.482006 0.935935 -0.551163 31.479795 47.767282 -2.313633
1.092822 0.775825 0.207124 61.723971 35.948513 -2.214226
1.176300 1.024137 0.439681 65.547251 40.484263 -2.480751
1.176331 1.143141 0.565217 66.806202 42.962276 -2.609706
-0.499841 0.854349 -0.646140 28.743442 46.180955 -2.224516
-0.418188 0.780332 -0.675875 28.293021 44.075674 -2.148174
-0.403629 0.790744 -0.665433 28.813354 44.107486 -2.159389
-0.450745 0.878365 -0.616352 30.178622 46.098095 -2.250833
-0.392237 0.799426 -0.641799 29.459423 44.360045 -2.169974
1.105918 0.764814 0.172196 61.422172 35.132473 -2.200351
1.190047 1.022564 0.406773 65.317602 39.882274 -2.476447
1.185775 1.150284 0.540504 66.617695 42.606096 -2.614771
-0.546780 0.942261 -0.620055 29.752701 47.724467 -2.314352
-0.491419 0.902468 -0.634284 29.717769 46.554641 -2.273436
-0.475320 0.904216 -0.626821 30.060804 46.454717 -2.275770
-0.469508 0.911069 -0.612828 30.432204 46.613926 -2.283745
1.115220 0.748737 0.135039 61.032661 34.262829 -2.181249
1.201764 1.026170 0.384635 65.185622 39.487305 -2.478196
1.193866 1.158054 0.522574 66.490644 42.353088 -2.621023
-0.642393 1.120492 -0.547915 31.822988 50.756129 -2.498073
-0.615823 1.107478 -0.545599 32.016952 50.406128 -2.485254
1.125600 0.760442 0.123053 61.010963 34.088543 -2.191909
1.208387 1.011123 0.346799 64.827182 38.783344 -2.460069
1.199989 1.156279 0.495794 66.258225 41.946855 -2.617035
-0.757305 1.186402 -0.573415 30.922711 52.078388 -2.561830
-0.720526 1.160114 -0.575605 31.010191 51.516764 -2.535395
0.395785 0.849120 -0.172211 47.415744 40.717371 -2.257038
0.410896 0.859838 -0.157479 47.885030 40.819561 -2.268912
0.426672 0.865478 -0.146762 48.273454 40.810283 -2.275393
0.447795 0.849888 -0.151018 48.401912 40.326130 -2.259473
0.465369 0.843962 -0.148628 48.633285 40.068769 -2.253737
0.473677 0.874369 -0.118566 49.324834 40.659831 -2.286508
0.478393 0.911538 -0.083795 50.047452 41.403487 -2.326412
0.477435 0.978385 -0.026282 51.103936 42.731573 -2.397778
1.060256 0.784745 0.137788 60.338825 35.492184 -2.217445
1.139118 0.762147 0.097923 60.847827 33.554041 -2.191514
1.221952 1.013436 0.319091 64.650790 38.279609 -2.460067
1.213622 1.195895 0.502926 66.421617 42.166887 -2.657084
-0.697979 1.104226 -0.633139 29.832104 50.302075 -2.474916
-0.754278 1.227525 -0.576623 31.399200 52.153495 -2.602544
-0.701854 1.183140 -0.587041 31.355136 51.248165 -2.557370
-0.793818 1.329965 -0.513938 32.858020 53.656070 -2.709866
-0.116006 0.805552 -0.545524 34.769882 41.970460 -2.183601
0.256603 0.798582 -0.328756 42.956137 39.897494 -2.193970
0.274908 0.809785 -0.315567 43.487761 39.945805 -2.206195
0.292728 0.818514 -0.303321 43.973991 39.962785 -2.215877
0.298515 0.861892 -0.268456 44.875101 40.785808 -2.261975
0.309504 0.883937 -0.248062 45.461124 41.122014 -2.285610
0.319246 0.912180 -0.221858 46.139626 41.600314 -2.315904
0.335765 0.922059 -0.208641 46.595717 41.649464 -2.326815
0.357878 0.914113 -0.208696 46.828299 41.292959 -2.318857
0.378147 0.907882 -0.207615 47.064866 40.988812 -2.312706
0.404985 0.874199 -0.224611 46.968014 40.094768 -2.277695
0.427945 0.857135 -0.229358 47.095158 39.560405 -2.260262
0.457680 0.815844 -0.250593 46.925537 38.444314 -2.217314
0.477195 0.818689 -0.242423 47.322078 38.325453 -2.220794
0.496094 0.826667 -0.231983 47.772854 38.301163 -2.229577
0.509601 0.858481 -0.205772 48.507513 38.814605 -2.263425
0.534700 0.845597 -0.210526 48.699551 38.281075 -2.250154
0.557398 0.836520 -0.212983 48.915436 37.846489 -2.240871
0.566061 0.875020 -0.181248 49.676597 38.572908 -2.281844
0.573876 0.900456 -0.155048 50.262405 39.083406 -2.309343
0.568908 0.967893 -0.095633 51.297169 40.571911 -2.381460
0.570962 0.983967 -0.072169 51.695450 40.995426 -2.399412
0.558332 1.055039 -0.007740 52.634180 42.559192 -2.475577
0.562408 1.008538 -0.026215 52.278138 41.907440 -2.427704
0.555009 1.032382 0.007453 52.703734 42.621060 -2.454255
1.086070 0.818083 0.141528 60.749383 35.582654 -2.250938
1.164762 0.775958 0.081309 60.970816 33.133717 -2.203868
1.246835 1.023653 0.293773 64.631019 37.743900 -2.468122
1.225186 1.177478 0.452563 66.015591 41.296728 -2.634557
-0.771299 1.033796 -0.766421 26.158352 49.179980 -2.393842
-0.773122 1.070687 -0.746494 26.942900 49.642275 -2.432254
-0.810241 1.129385 -0.711858 27.771346 50.799020 -2.493666
-0.808697 1.133287 -0.697721 28.029361 50.971434 -2.498719
-0.818263 1.156089 -0.683549 28.403927 51.353738 -2.522627
-0.724087 1.063648 -0.716808 27.849776 49.376433 -2.427613
-0.608843 0.953467 -0.751804 27.234848 46.831067 -2.314745
-0.642189 1.031733 -0.708743 28.531986 48.288076 -2.396347
-0.698248 1.133678 -0.661036 29.834254 50.092244 -2.501967
-0.605816 1.031684 -0.695544 29.165037 48.000601 -2.397332
-0.637642 1.113509 -0.657016 30.358256 49.312865 -2.482105
-0.639605 1.163660 -0.633817 31.251056 49.859687 -2.534002
-0.616497 1.160473 -0.628218 31.557568 49.637859 -2.531253
-0.739821 1.355578 -0.536804 33.441602 52.876918 -2.733423
-0.766487 1.389203 -0.505791 33.859688 53.615031 -2.769533
-0.792645 1.405313 -0.478600 34.057046 54.242016 -2.787871
-0.178437 0.667370 -0.726769 29.139479 38.759417 -2.031031
-0.288596 0.876382 -0.618154 32.273564 43.881901 -2.248460
-0.490389 1.223837 -0.442329 36.056081 50.668641 -2.609545
-0.278605 1.071854 -0.456371 36.868896 47.222918 -2.456598
-0.184309 0.972278 -0.504729 36.358655 44.771973 -2.353228
-0.122205 0.908726 -0.531418 36.093021 43.123952 -2.287596
-0.152401 1.000146 -0.476094 37.439931 44.938825 -2.383315
-0.220593 1.142912 -0.391942 39.063631 47.721873 -2.532641
-0.245058 1.188326 -0.354191 39.645234 48.704052 -2.581052
-0.283288 1.263471 -0.298879 40.500298 50.142177 -2.660563
0.117241 0.783388 -0.456972 39.029410 39.811804 -2.168462
0.134537 0.804616 -0.440586 39.722486 40.019976 -2.190943
0.158065 0.801434 -0.437561 40.055772 39.707913 -2.187985
0.159296 0.849910 -0.402489 41.037784 40.658360 -2.239188
0.160509 0.885517 -0.374616 41.764598 41.354480 -2.276971
0.167472 0.904624 -0.355340 42.286583 41.694975 -2.297593
0.176172 0.920574 -0.337009 42.783185 41.967430 -2.314987
0.192829 0.915037 -0.332906 43.009903 41.759063 -2.309782
0.222396 0.882313 -0.347032 42.934238 40.888074 -2.275959
0.255588 0.840960 -0.367364 42.744292 39.770835 -2.233019
0.284594 0.820406 -0.375121 42.849555 39.062317 -2.211851
0.326323 0.772229 -0.401101 42.627454 37.598987 -2.161631
0.349171 0.786729 -0.388210 43.254442 37.629488 -2.177110
0.371698 0.808886 -0.372656 43.967924 37.785209 -2.200441
0.391456 0.828906 -0.357881 44.601982 37.941560 -2.221581
0.403226 0.884492 -0.320356 45.688869 38.882474 -2.280056
0.423377 0.896386 -0.310242 46.172278 38.874170 -2.292713
0.436633 0.930117 -0.283896 46.920907 39.388588 -2.328482
0.448010 0.959973 -0.258653 47.585713 39.861325 -2.360302
0.468903 0.971683 -0.246988 48.071455 39.857707 -2.372902
0.483555 0.996245 -0.227115 48.651104 40.156764 -2.398998
0.510410 0.976565 -0.235975 48.764774 39.521774 -2.378613
0.527329 0.994164 -0.217676 49.307843 39.711685 -2.397636
0.554970 0.968569 -0.230164 49.359113 38.958127 -2.371055
0.583849 0.942565 -0.242782 49.423453 38.165709 -2.344055
0.622205 0.882179 -0.279736 49.098441 36.525990 -2.280767
0.636529 0.922516 -0.248613 49.916958 37.200295 -2.323513
0.666981 0.905500 -0.259412 50.079080 36.473018 -2.305617
0.687653 0.921839 -0.245919 50.606241 36.565435 -2.322982
0.688251 1.014292 -0.176467 51.924443 38.424579 -2.420849
0.695783 1.044820 -0.147765 52.498752 38.990374 -2.453629
0.692644 1.106363 -0.094723 53.334959 40.245245 -2.519344
0.698397 1.095350 -0.089176 53.435870 40.153167 -2.508817
0.682965 1.128851 -0.047476 53.868264 41.135467 -2.545668
0.670011 1.115250 -0.033743 53.842162 41.352514 -2.533266
0.654275 1.086305 -0.029692 53.615981 41.361564 -2.504778
0.648990 1.017531 -0.056417 52.988283 40.513476 -2.434042
0.635676 0.973694 -0.067836 52.517509 40.146983 -2.389433
0.614320 1.002386 -0.024713 52.913406 41.229997 -2.421617
1.060888 0.910930 0.201826 61.239788 37.750952 -2.348482
1.125184 0.808972 0.097111 60.665619 34.312771 -2.238134
1.207134 0.811431 0.076016 61.473105 32.933135 -2.238718
1.283927 1.092888 0.319213 65.284041 38.267384 -2.539163
1.243896 1.211655 0.451889 66.160317 41.334622 -2.668533
-0.650174 0.879115 -0.861648 23.914365 45.370086 -2.231647
-0.659066 0.964869 -0.836431 25.549855 46.419729 -2.319202
-0.532769 0.874522 -0.865134 25.355401 43.695710 -2.226602
-0.561583 0.955827 -0.834373 26.696100 45.114588 -2.310212
-0.569349 0.985721 -0.814219 27.325994 45.692384 -2.341679
-0.559784 0.982285 -0.804019 27.542047 45.682073 -2.339081
-0.571031 1.010816 -0.787479 28.039722 46.233324 -2.368897
-0.467778 0.914156 -0.824015 27.441069 43.709688 -2.269394
-0.333621 0.786829 -0.870930 26.560415 40.071118 -2.138426
-0.392321 0.911812 -0.816714 28.503888 42.787561 -2.267545
-0.427337 0.994772 -0.779589 29.742034 44.390564 -2.353339
-0.395805 0.978962 -0.779819 29.926351 43.864894 -2.337516
-0.466989 1.112266 -0.721082 31.546831 46.424121 -2.475320
-0.438475 1.111445 -0.715896 31.948863 46.136606 -2.474886
-0.423930 1.112004 -0.706328 32.256973 46.083310 -2.476210
-0.499894 1.240446 -0.644490 33.600955 48.457673 -2.609432
-0.479844 1.200415 -0.647057 33.367032 47.988811 -2.569296
-0.545076 1.256700 -0.602466 33.781711 49.552696 -2.629167
-0.603217 1.299103 -0.559718 34.092963 50.891715 -2.675041
-0.597704 1.246550 -0.558012 33.628534 50.636819 -2.622800
-0.585202 1.203329 -0.556678 33.323652 50.325380 -2.579817
-0.480019 1.038407 -0.614984 31.911032 47.500503 -2.410487
-0.338569 0.842695 -0.693356 30.041444 43.228457 -2.208760
-0.167417 0.625185 -0.788364 27.595303 37.121967 -1.983892
-0.086900 0.570081 -0.817257 27.376626 34.685540 -1.926469
-0.050221 0.594051 -0.811619 28.450892 34.538544 -1.950766
-0.057356 0.673861 -0.774845 30.237867 36.280418 -2.033349
-0.149883 0.866460 -0.679595 33.095612 41.064251 -2.233291
-0.272537 1.099006 -0.562549 35.825695 45.969354 -2.474888
-0.324850 1.208856 -0.505154 37.029170 47.927710 -2.589179
-0.313349 1.231607 -0.490008 37.560302 48.092519 -2.613084
-0.318139 1.284787 -0.457632 38.374428 48.789381 -2.668761
-0.291518 1.262645 -0.459965 38.452692 48.352505 -2.646462
-0.282174 1.265965 -0.446996 38.744027 48.414299 -2.650826
-0.254094 1.229600 -0.452385 38.681811 47.844827 -2.614098
-0.170725 1.122018 -0.501294 38.066796 45.647477 -2.502720
-0.085732 1.028134 -0.549062 37.567021 43.343488 -2.405085
-0.011691 0.975450 -0.576837 37.589224 41.615126 -2.350176
0.037280 0.946616 -0.588442 37.760330 40.573666 -2.320408
-0.014632 1.082170 -0.513262 39.421529 43.325362 -2.461782
-0.043794 1.139408 -0.473129 40.088010 44.585629 -2.522180
-0.056533 1.154070 -0.451980 40.328884 45.095574 -2.538557
-0.060196 1.156644 -0.433977 40.534084 45.377255 -2.542613
-0.056515 1.149435 -0.422760 40.659376 45.426144 -2.536348
-0.040193 1.121906 -0.422035 40.634158 45.063152 -2.508948
-0.005445 1.050021 -0.446296 40.125541 43.837350 -2.435254
0.020659 0.998766 -0.460853 39.797188 42.936415 -2.382933
0.066501 0.909741 -0.497967 39.031936 41.103936 -2.291079
0.091204 0.877721 -0.504573 38.945891 40.393134 -2.258585
0.122542 0.830852 -0.520542 38.658756 39.290343 -2.210511
0.133014 0.829537 -0.511540 38.917448 39.263506 -2.209927
0.160783 0.804292 -0.518726 38.930038 38.518937 -2.184133
0.191203 0.792117 -0.521466 39.180690 37.927323 -2.171727
0.232664 0.777660 -0.531092 39.461041 37.046761 -2.156462
0.274252 0.767178 -0.539235 39.809586 36.220776 -2.145280
0.274407 0.857499 -0.490009 41.390328 37.938324 -2.239354
0.307100 0.846970 -0.495114 41.659660 37.311190 -2.228390
0.318838 0.878171 -0.472831 42.402378 37.801544 -2.261305
0.335117 0.884522 -0.463957 42.794387 37.775636 -2.268342
0.341783 0.912784 -0.441385 43.423183 38.291899 -2.298359
0.352633 0.925635 -0.426685 43.865431 38.481166 -2.312363
0.367868 0.926814 -0.418515 44.182736 38.406414 -2.314189
0.388285 0.921649 -0.416836 44.430730 38.111039 -2.309148
0.418275 0.891686 -0.431042 44.401331 37.208195 -2.278070
0.443475 0.897411 -0.425218 44.853922 37.017013 -2.284217
0.479455 0.881663 -0.433127 45.101117 36.256900 -2.267815
0.499505 0.915289 -0.410806 45.906562 36.671379 -2.303138
0.552290 0.850947 -0.450260 45.605027 34.681774 -2.235679
0.571414 0.884890 -0.425764 46.434162 35.173360 -2.271498
0.587575 0.937510 -0.391853 47.441329 36.024640 -2.326712
0.605001 0.975393 -0.367475 48.209840 36.538498 -2.366451
0.629656 0.974616 -0.363860 48.564210 36.264416 -2.365937
0.639515 1.003910 -0.338478 49.176867 36.786440 -2.397210
0.668642 0.966963 -0.355553 49.125532 35.796373 -2.358936
0.694805 0.942187 -0.365876 49.190045 35.043916 -2.333353
0.702965 0.982814 -0.333777 49.925664 35.824629 -2.376477
0.708508 1.025919 -0.299062 50.647627 36.670109 -2.422291
0.735737 0.992658 -0.315150 50.626432 35.765549 -2.387774
0.753524 0.999491 -0.304972 51.011428 35.750594 -2.395396
0.785375 0.966181 -0.322938 51.028719 34.737000 -2.360669
0.805070 0.993421 -0.300496 51.686520 35.093828 -2.389638
0.838063 0.972800 -0.312708 51.856241 34.278173 -2.368029
0.862505 0.965947 -0.313720 52.123695 33.872897 -2.361078
0.875357 0.990447 -0.290431 52.683559 34.307006 -2.387397
0.888516 0.983395 -0.285949 52.880650 34.120384 -2.380718
0.887857 1.033785 -0.242876 53.599620 35.262851 -2.434491
0.891747 1.029186 -0.237775 53.697297 35.232448 -2.430323
0.883775 1.024545 -0.225974 53.734694 35.437856 -2.426684
0.865969 1.031490 -0.200456 53.862709 36.069026 -2.435738
0.842020 1.034572 -0.174928 53.902901 36.732589 -2.440952
0.827715 0.974014 -0.194524 53.275017 36.022847 -2.379005
0.792807 0.984019 -0.160611 53.313011 37.024370 -2.391828
0.749140 1.015063 -0.107267 53.561514 38.582217 -2.427234
0.713107 1.013717 -0.077037 53.499487 39.414155 -2.428442
0.700332 0.962595 -0.092118 52.970203 38.901753 -2.376269
0.722383 0.749458 -0.235705 50.362122 34.240624 -2.151979
0.755837 0.542882 -0.375861 47.427398 28.486125 -1.934493
0.776064 0.608018 -0.312833 49.174057 30.277005 -2.004576
0.781198 0.758744 -0.189681 51.883457 34.220735 -2.164940
0.789066 0.805212 -0.144653 52.823108 35.337996 -2.214953
0.792304 0.876064 -0.078852 54.024333 37.023303 -2.290987
0.798032 0.919280 -0.032225 54.852164 38.037470 -2.337894
0.807113 0.950503 0.003650 55.520443 38.711639 -2.371957
0.814464 0.949380 0.012559 55.725670 38.726831 -2.371561
0.820654 0.934615 0.012055 55.761105 38.498609 -2.356796
0.825294 0.964354 0.048205 56.356048 39.206865 -2.389409
0.834186 1.018895 0.100601 57.236792 40.272120 -2.448073
0.844795 1.034961 0.124541 57.690485 40.587638 -2.466043
0.859523 1.030619 0.131000 57.942439 40.453334 -2.462226
0.873922 1.063065 0.167037 58.602255 41.008663 -2.497513
0.890214 1.060746 0.173600 58.874574 40.875735 -2.495719
0.906454 1.031006 0.159095 58.859597 40.242680 -2.464858
0.921605 1.061602 0.193598 59.494558 40.756603 -2.498174
0.937670 1.075390 0.213541 59.938050 40.928065 -2.513535
0.950499 1.019065 0.176340 59.596355 39.820386 -2.454314
0.971246 1.073565 0.228982 60.522450 40.704075 -2.512939
0.985729 1.068660 0.232633 60.736954 40.535270 -2.508330
0.997477 1.062901 0.236297 60.919591 40.391834 -2.502875
1.008880 1.064948 0.248641 61.205283 40.427666 -2.505916
1.020456 1.049400 0.245707 61.306189 40.118899 -2.490162
1.033467 1.010021 0.223653 61.188084 39.330503 -2.449077
1.053714 0.957931 0.187429 60.974193 38.113896 -2.394145
1.081118 0.870683 0.113863 60.338603 35.851917 -2.301084
1.133471 0.841305 0.082016 60.585272 34.374096 -2.269098
1.201937 0.819641 0.046799 61.010130 32.686633 -2.244498
1.274550 0.818576 0.027407 61.714326 31.414573 -2.241726
1.328228 1.048815 0.229899 64.805825 36.175546 -2.487804
1.269103 1.184412 0.384186 65.725502 40.026193 -2.635758
-0.441864 0.723548 -0.941393 22.807359 39.918594 -2.069713
-0.447363 0.866355 -0.914714 25.626689 41.761956 -2.214242
-0.355055 0.848132 -0.927611 26.387041 40.142996 -2.194876
-0.410718 0.988997 -0.882678 28.425622 42.751755 -2.339053
-0.396110 1.009625 -0.871943 29.048577 42.871220 -2.360474
-0.409487 1.051808 -0.849861 29.753697 43.653845 -2.404355
-0.448535 1.123949 -0.817948 30.629937 45.051154 -2.478943
-0.318435 0.996059 -0.864384 29.953423 41.866080 -2.347459
-0.213604 0.910021 -0.895238 29.687877 39.288710 -2.259009
-0.284360 1.062407 -0.834333 31.647321 42.369644 -2.416008
-0.279146 1.092863 -0.816597 32.318773 42.770749 -2.447816
-0.251149 1.074653 -0.815489 32.458745 42.297342 -2.429716
-0.271812 1.130086 -0.786849 33.233452 43.337438 -2.487355
-0.206482 1.064761 -0.804357 33.040416 41.806926 -2.420708
-0.210161 1.084810 -0.785880 33.475578 42.252282 -2.442219
-0.242624 1.152595 -0.751717 34.288368 43.588319 -2.512641
-0.209915 1.097511 -0.762892 33.928128 42.643434 -2.456773
-0.329995 1.237661 -0.687971 34.972286 45.954626 -2.602810
-0.399882 1.286145 -0.643792 35.211628 47.551866 -2.654880
-0.433029 1.263241 -0.624523 34.845639 48.038690 -2.633695
-0.390346 1.147928 -0.647283 33.838173 46.631889 -2.516832
-0.290380 0.978147 -0.701365 32.357127 43.551482 -2.343015
-0.178692 0.834258 -0.757046 31.137343 40.045805 -2.194853
-0.092525 0.768376 -0.788785 30.916569 37.686467 -2.126445
-0.051737 0.796398 -0.783621 31.956243 37.499514 -2.154735
-0.007817 0.821748 -0.779821 32.956461 37.224509 -2.180245
0.001420 0.881390 -0.755747 34.187821 38.086394 -2.241656
-0.028554 0.982052 -0.707641 35.644046 40.126585 -2.345989
-0.034427 1.037011 -0.675885 36.589774 41.106116 -2.403390
-0.037125 1.080714 -0.649659 37.347004 41.840490 -2.449112
-0.042265 1.137749 -0.620708 38.206775 42.711882 -2.508349
-0.040945 1.170823 -0.598952 38.800227 43.208973 -2.543103
-0.048337 1.205834 -0.573802 39.335831 43.849278 -2.580081
-0.086999 1.296074 -0.523011 40.261572 45.475356 -2.674262
-0.068048 1.283958 -0.519719 40.416842 45.226481 -2.662430
-0.027729 1.250394 -0.529340 40.488062 44.441745 -2.628126
0.048150 1.176872 -0.565486 40.316441 42.610247 -2.551756
0.115722 1.138172 -0.586796 40.520801 41.240403 -2.511327
0.130134 1.174913 -0.563307 41.286104 41.651656 -2.549858
0.102605 1.255489 -0.515371 42.173512 43.146671 -2.634157
0.132760 1.194205 -0.533905 41.833284 42.130245 -2.571506
0.138531 1.177470 -0.530346 41.816373 41.979652 -2.555113
0.143544 1.170957 -0.520289 41.950604 41.995108 -2.549445
0.126656 1.210424 -0.487805 42.453477 42.883296 -2.591483
0.111681 1.246604 -0.456006 42.930523 43.690888 -2.630186
0.123797 1.212974 -0.459584 42.785505 43.276991 -2.596357
0.124404 1.204703 -0.448730 42.866163 43.343809 -2.589009
0.148976 1.147916 -0.464549 42.539079 42.448493 -2.531073
0.174599 1.106330 -0.474365 42.403922 41.696257 -2.488780
0.200109 1.074110 -0.480733 42.380737 41.041985 -2.456105
0.222274 1.054989 -0.480912 42.499704 40.605113 -2.437001
0.265712 1.001619 -0.501904 42.337465 39.308990 -2.382014
0.298497 0.985266 -0.505608 42.568481 38.687764 -2.365361
0.344042 0.973141 -0.513171 42.945872 37.883536 -2.352584
0.347847 1.064459 -0.464357 44.318233 39.350197 -2.447612
0.389226 1.059736 -0.469381 44.725020 38.730421 -2.442428
0.404823 1.101503 -0.442705 45.533440 39.263339 -2.486229
0.420087 1.132006 -0.422740 46.157992 39.600454 -2.518252
0.443983 1.133218 -0.416899 46.521279 39.398106 -2.519906
0.444885 1.181127 -0.381896 47.239955 40.230367 -2.570538
0.454773 1.197495 -0.364437 47.656227 40.462773 -2.588275
0.477671 1.175991 -0.368547 47.756003 39.967018 -2.566470
0.505992 1.148017 -0.378258 47.817129 39.272154 -2.537747
0.528475 1.139389 -0.375649 48.067950 38.960925 -2.529330
0.543567 1.167131 -0.354162 48.653071 39.293224 -2.558727
0.595285 1.090037 -0.395532 48.352636 37.444489 -2.478404
0.615359 1.119206 -0.372560 49.031190 37.773637 -2.509338
0.641848 1.122161 -0.366290 49.438395 37.562580 -2.512759
0.668084 1.126839 -0.358853 49.863955 37.386392 -2.517995
0.693987 1.138178 -0.346174 50.378004 37.344786 -2.530302
0.708365 1.179057 -0.317074 51.074229 37.919330 -2.573420
0.727798 1.183658 -0.307212 51.436711 37.855556 -2.578790
0.743313 1.191309 -0.294826 51.794287 37.896747 -2.587413
0.761861 1.183362 -0.289643 52.041243 37.671235 -2.579892
0.791619 1.126264 -0.317807 51.831791 36.420430 -2.520620
0.802297 1.133281 -0.303089 52.165476 36.548521 -2.528811
0.804917 1.166807 -0.271271 52.703319 37.239551 -2.564844
0.834090 1.100579 -0.305300 52.395441 35.809778 -2.495989
0.858646 1.072118 -0.316082 52.451546 35.073630 -2.466698
0.882650 1.065347 -0.315875 52.720298 34.709067 -2.459931
0.902731 1.084893 -0.298919 53.242981 34.894538 -2.480778
0.925820 1.098141 -0.285122 53.734177 34.933388 -2.495084
0.945808 1.094117 -0.282202 53.997195 34.685914 -2.491284
0.956300 1.107736 -0.263388 54.394885 34.945965 -2.506393
0.974812 1.073611 -0.274999 54.374928 34.203479 -2.471398
0.997475 1.004464 -0.313866 53.950723 32.612897 -2.399246
1.007067 1.018969 -0.296262 54.339909 32.901359 -2.415139
1.000551 1.061167 -0.260347 54.834724 33.941633 -2.460166
0.996390 1.076183 -0.237223 55.112938 34.459592 -2.477045
0.976409 1.148937 -0.171741 55.851694 36.287513 -2.554984
0.968219 1.116689 -0.178499 55.599866 35.978767 -2.522301
0.938097 1.161208 -0.126947 55.969799 37.415622 -2.570968
0.897725 1.175409 -0.088214 55.994815 38.496321 -2.588378
0.846169 1.235659 -0.011775 56.425806 40.519831 -2.654808
0.829949 1.142399 -0.052179 55.565856 39.449527 -2.558557
0.851200 0.928338 -0.191010 53.460475 35.270474 -2.333739
0.889817 0.706682 -0.341397 50.943105 29.658832 -2.100373
0.912481 0.773045 -0.278462 52.480028 31.256684 -2.171667
0.924640 0.874098 -0.192202 54.213666 33.658679 -2.279474
0.931784 0.899142 -0.159669 54.820804 34.320839 -2.307106
0.935205 0.917239 -0.133651 55.261431 34.846810 -2.327282
0.939250 0.930505 -0.109733 55.662829 35.273226 -2.342470
0.943521 0.963722 -0.070983 56.299347 36.106849 -2.378765
0.947598 0.984951 -0.042944 56.754609 36.653091 -2.402228
0.952776 0.942767 -0.062988 56.474043 35.872232 -2.358526
0.957077 0.977265 -0.023482 57.106414 36.714113 -2.396160
0.967719 0.968101 -0.019446 57.274231 36.538780 -2.387344
0.976158 0.994174 0.011897 57.821746 37.116807 -2.415901
0.988800 0.989349 0.017987 58.047966 36.990566 -2.411575
1.005683 1.016072 0.046103 58.644671 37.417179 -2.440501
1.019777 0.965191 0.014399 58.353950 36.303467 -2.387157
1.034148 0.958109 0.019011 58.583790 36.108476 -2.380457
1.048631 0.957710 0.028017 58.880265 36.041668 -2.380781
1.061497 0.922698 0.007657 58.739502 35.218801 -2.344188
1.075662 0.922062 0.015343 59.019078 35.134439 -2.344167
1.094937 0.998489 0.082504 60.179480 36.611054 -2.425845
1.109876 0.992079 0.085662 60.399773 36.400638 -2.419695
1.120760 0.980656 0.082499 60.489346 36.103450 -2.408033
1.131818 0.991498 0.101457 60.868216 36.329716 -2.420385
1.143005 0.978925 0.101500 61.003879 36.059029 -2.407842
1.155424 0.974767 0.108535 61.245810 35.952929 -2.404259
1.177272 0.937287 0.083695 61.198523 34.933835 -2.364824
1.206568 0.880157 0.036176 60.944410 33.230634 -2.303924
1.261277 0.898516 0.045969 61.779877 32.877610 -2.322945
1.323297 0.881290 0.019027 62.231335 31.472918 -2.303460
1.386466 0.934977 0.051223 63.427185 31.786864 -2.359523
1.416894 1.132072 0.229515 65.725786 35.945543 -2.570610
1.326807 1.298016 0.428101 66.656970 40.781606 -2.752510
